i,t,m,age,sex,HH_size
100589,2017,USA,33,Female,4
100590,2017,USA,24,Male,6
100591,2017,USA,3,Female,7
100592,2017,USA,18,Male,2
100593,2017,USA,9,Male,3
100594,2017,USA,59,Male,2
100595,2017,USA,10,Female,3
100596,2017,USA,14,Female,4
100597,2017,USA,71,Male,6
100598,2017,USA,7,Female,3
100599,2017,USA,54,Male,1
100600,2017,USA,4,Female,3
100601,2017,USA,11,Female,7
100602,2017,USA,36,Female,2
100603,2017,USA,3,Male,3
100604,2017,USA,4,Male,7
100605,2017,USA,29,Female,1
100606,2017,USA,8,Female,2
100607,2017,USA,19,Male,1
100608,2017,USA,64,Female,2
100609,2017,USA,6,Male,6
100610,2017,USA,41,Female,1
100611,2017,USA,43,Male,7
100612,2017,USA,1,Female,3
100613,2017,USA,26,Male,7
100614,2017,USA,18,Male,7
100615,2017,USA,4,Female,6
100616,2017,USA,7,Male,3
100617,2017,USA,76,Male,2
100618,2017,USA,11,Male,5
100619,2017,USA,28,Female,1
100620,2017,USA,11,Female,5
100621,2017,USA,40,Male,4
100622,2017,USA,43,Male,4
100623,2017,USA,36,Female,2
100624,2017,USA,23,Male,7
100625,2017,USA,54,Female,2
100626,2017,USA,1,Male,5
100627,2017,USA,43,Female,3
100628,2017,USA,33,Male,3
100629,2017,USA,67,Male,5
100630,2017,USA,18,Male,3
100631,2017,USA,27,Male,5
100632,2017,USA,39,Male,2
100633,2017,USA,61,Male,2
100634,2017,USA,38,Male,6
100635,2017,USA,39,Male,4
100636,2017,USA,46,Male,2
100637,2017,USA,16,Female,3
100638,2017,USA,42,Male,4
100639,2017,USA,80,Female,1
100640,2017,USA,5,Female,4
100641,2017,USA,24,Female,2
100642,2017,USA,65,Male,4
100643,2017,USA,7,Female,4
100644,2017,USA,31,Female,7
100645,2017,USA,2,Female,4
100646,2017,USA,80,Male,3
100647,2017,USA,33,Male,2
100648,2017,USA,66,Male,2
100649,2017,USA,43,Male,4
100650,2017,USA,61,Female,1
100651,2017,USA,5,Female,4
100652,2017,USA,5.40E-79,Male,4
100653,2017,USA,25,Male,1
100654,2017,USA,74,Female,2
100655,2017,USA,10,Female,2
100656,2017,USA,16,Female,4
100657,2017,USA,57,Female,4
100658,2017,USA,17,Male,5
100659,2017,USA,7,Female,3
100660,2017,USA,8,Male,6
100661,2017,USA,14,Male,4
100662,2017,USA,68,Female,2
100663,2017,USA,71,Female,2
100664,2017,USA,1,Female,3
100665,2017,USA,2,Female,5
100666,2017,USA,11,Female,6
100667,2017,USA,20,Male,3
100668,2017,USA,5,Female,2
100669,2017,USA,13,Female,3
100670,2017,USA,41,Male,5
100671,2017,USA,16,Male,5
100672,2017,USA,25,Female,6
100673,2017,USA,35,Female,4
100674,2017,USA,80,Male,1
100675,2017,USA,21,Female,4
100676,2017,USA,1,Male,4
100677,2017,USA,56,Female,3
100678,2017,USA,9,Female,2
100679,2017,USA,15,Male,5
100680,2017,USA,18,Male,2
100681,2017,USA,56,Female,3
100682,2017,USA,6,Male,4
100683,2017,USA,2,Female,6
100684,2017,USA,35,Female,6
100685,2017,USA,60,Male,2
100686,2017,USA,16,Female,2
100687,2017,USA,19,Female,5
100688,2017,USA,9,Male,5
100689,2017,USA,21,Male,3
100690,2017,USA,5.40E-79,Male,3
100691,2017,USA,8,Female,5
100692,2017,USA,62,Male,2
100693,2017,USA,49,Female,4
100694,2017,USA,3,Male,3
100695,2017,USA,15,Female,3
100696,2017,USA,70,Male,1
100697,2017,USA,32,Male,2
100698,2017,USA,48,Female,3
100699,2017,USA,52,Male,2
100700,2017,USA,10,Female,4
100701,2017,USA,33,Female,4
100702,2017,USA,10,Female,6
100703,2017,USA,5.40E-79,Female,6
100704,2017,USA,9,Female,3
100705,2017,USA,56,Female,2
100706,2017,USA,66,Male,2
100707,2017,USA,34,Female,3
100708,2017,USA,10,Female,5
100709,2017,USA,38,Male,5
100710,2017,USA,33,Male,3
100711,2017,USA,69,Female,4
100712,2017,USA,1,Male,3
100713,2017,USA,38,Female,3
100714,2017,USA,37,Female,4
100715,2017,USA,51,Female,1
100716,2017,USA,79,Female,1
100717,2017,USA,49,Female,2
100718,2017,USA,26,Female,2
100719,2017,USA,2,Female,2
100720,2017,USA,59,Male,2
100721,2017,USA,73,Female,6
100722,2017,USA,15,Female,4
100723,2017,USA,80,Male,1
100724,2017,USA,9,Female,4
100725,2017,USA,67,Female,7
100726,2017,USA,69,Female,4
100727,2017,USA,26,Male,5
100728,2017,USA,68,Female,1
100729,2017,USA,3,Male,4
100730,2017,USA,44,Female,4
100731,2017,USA,6,Male,6
100732,2017,USA,35,Male,2
100733,2017,USA,44,Female,6
100734,2017,USA,1,Female,4
100735,2017,USA,76,Female,2
100736,2017,USA,7,Female,5
100737,2017,USA,4,Female,6
100738,2017,USA,39,Female,3
100739,2017,USA,79,Male,2
100740,2017,USA,20,Male,6
100741,2017,USA,66,Male,2
100742,2017,USA,34,Male,3
100743,2017,USA,52,Female,7
100744,2017,USA,5.40E-79,Female,5
100745,2017,USA,64,Male,4
100746,2017,USA,5.40E-79,Male,3
100747,2017,USA,55,Female,5
100748,2017,USA,62,Female,2
100749,2017,USA,21,Male,5
100750,2017,USA,58,Male,2
100751,2017,USA,5,Female,4
100752,2017,USA,42,Male,1
100753,2017,USA,3,Female,4
100754,2017,USA,54,Male,2
100755,2017,USA,11,Male,4
100756,2017,USA,60,Male,2
100757,2017,USA,5.40E-79,Female,3
100758,2017,USA,4,Female,5
100759,2017,USA,35,Male,3
100760,2017,USA,63,Female,3
100761,2017,USA,80,Male,3
100762,2017,USA,80,Male,2
100763,2017,USA,11,Female,5
100764,2017,USA,47,Female,5
100765,2017,USA,48,Female,3
100766,2017,USA,9,Female,5
100767,2017,USA,7,Female,6
100768,2017,USA,42,Female,6
100769,2017,USA,9,Female,4
100770,2017,USA,10,Male,3
100771,2017,USA,68,Female,1
100772,2017,USA,45,Female,4
100773,2017,USA,2,Male,5
100774,2017,USA,61,Male,7
100775,2017,USA,21,Female,4
100776,2017,USA,7,Male,3
100777,2017,USA,16,Male,5
100778,2017,USA,18,Female,4
100779,2017,USA,6,Male,2
100780,2017,USA,54,Male,4
100781,2017,USA,21,Female,7
100782,2017,USA,39,Male,1
100783,2017,USA,15,Male,5
100784,2017,USA,11,Female,6
100785,2017,USA,3,Female,5
100786,2017,USA,5,Male,4
100787,2017,USA,72,Male,2
100788,2017,USA,35,Male,7
100789,2017,USA,37,Female,4
100790,2017,USA,60,Female,2
100791,2017,USA,4,Female,6
100792,2017,USA,68,Female,1
100793,2017,USA,12,Male,4
100794,2017,USA,17,Male,6
100795,2017,USA,78,Male,2
100796,2017,USA,19,Male,6
100797,2017,USA,73,Male,1
100798,2017,USA,7,Female,7
100799,2017,USA,11,Male,5
100800,2017,USA,76,Female,4
100801,2017,USA,34,Male,4
100802,2017,USA,51,Female,4
100803,2017,USA,1,Female,6
100804,2017,USA,12,Male,4
100805,2017,USA,80,Female,2
100806,2017,USA,3,Male,2
100807,2017,USA,2,Female,3
100808,2017,USA,16,Female,5
100809,2017,USA,4,Female,6
100810,2017,USA,2,Female,4
100811,2017,USA,1,Female,4
100812,2017,USA,8,Female,5
100813,2017,USA,16,Female,4
100814,2017,USA,19,Female,3
100815,2017,USA,53,Female,2
100816,2017,USA,43,Female,3
100817,2017,USA,60,Female,1
100818,2017,USA,27,Female,3
100819,2017,USA,30,Male,7
100820,2017,USA,1,Male,5
100821,2017,USA,68,Female,2
100822,2017,USA,5.40E-79,Female,4
100823,2017,USA,3,Male,4
100824,2017,USA,3,Female,5
100825,2017,USA,37,Female,6
100826,2017,USA,5,Female,6
100827,2017,USA,45,Female,4
100828,2017,USA,1,Female,5
100829,2017,USA,43,Male,6
100830,2017,USA,4,Female,5
100831,2017,USA,74,Female,4
100832,2017,USA,36,Female,3
100833,2017,USA,5.40E-79,Male,6
100834,2017,USA,80,Male,2
100835,2017,USA,2,Male,5
100836,2017,USA,63,Male,4
100837,2017,USA,68,Male,2
100838,2017,USA,37,Female,5
100839,2017,USA,2,Female,4
100840,2017,USA,76,Male,3
100841,2017,USA,41,Female,3
100842,2017,USA,7,Male,5
100843,2017,USA,33,Male,4
100844,2017,USA,59,Male,6
100845,2017,USA,1,Male,2
100846,2017,USA,29,Male,2
100847,2017,USA,57,Female,5
100848,2017,USA,70,Female,3
100849,2017,USA,26,Male,3
100850,2017,USA,5,Female,7
100851,2017,USA,71,Female,2
100852,2017,USA,5.40E-79,Female,5
100853,2017,USA,80,Male,3
100854,2017,USA,6,Female,5
100855,2017,USA,30,Female,5
100856,2017,USA,75,Female,1
100857,2017,USA,13,Female,4
100858,2017,USA,2,Male,7
100859,2017,USA,17,Female,4
100860,2017,USA,36,Female,5
100861,2017,USA,36,Male,2
100862,2017,USA,62,Female,2
100863,2017,USA,5.40E-79,Female,3
100864,2017,USA,5.40E-79,Male,3
100865,2017,USA,52,Female,2
100866,2017,USA,46,Male,4
100867,2017,USA,2,Female,3
100868,2017,USA,5,Female,5
100869,2017,USA,4,Female,6
100870,2017,USA,5.40E-79,Male,5
100871,2017,USA,10,Male,4
100872,2017,USA,71,Female,2
100873,2017,USA,15,Male,4
100874,2017,USA,55,Male,4
100875,2017,USA,80,Male,5
100876,2017,USA,77,Male,1
100877,2017,USA,25,Male,2
100878,2017,USA,5.40E-79,Female,7
100879,2017,USA,71,Male,2
100880,2017,USA,46,Male,4
100881,2017,USA,26,Male,3
100882,2017,USA,18,Male,6
100883,2017,USA,2,Female,5
100884,2017,USA,18,Male,4
100885,2017,USA,13,Male,4
100886,2017,USA,72,Female,1
100887,2017,USA,64,Female,2
100888,2017,USA,8,Female,4
100889,2017,USA,18,Male,4
100890,2017,USA,68,Female,1
100891,2017,USA,6,Female,3
100892,2017,USA,23,Male,2
100893,2017,USA,8,Female,3
100894,2017,USA,17,Female,4
100895,2017,USA,58,Female,5
100896,2017,USA,28,Female,6
100897,2017,USA,2,Female,4
100898,2017,USA,42,Female,4
100899,2017,USA,7,Male,4
100900,2017,USA,2,Female,5
100901,2017,USA,16,Female,4
100902,2017,USA,52,Female,3
100903,2017,USA,9,Male,3
100904,2017,USA,17,Female,4
100905,2017,USA,80,Male,2
100906,2017,USA,1,Male,3
100907,2017,USA,41,Male,4
100908,2017,USA,12,Female,7
100909,2017,USA,80,Male,5
100910,2017,USA,27,Male,1
100911,2017,USA,26,Male,3
100912,2017,USA,10,Male,4
100913,2017,USA,23,Female,3
100914,2017,USA,80,Female,3
100915,2017,USA,67,Male,2
100916,2017,USA,5.40E-79,Male,4
100917,2017,USA,19,Male,6
100918,2017,USA,80,Male,2
100919,2017,USA,80,Male,1
100920,2017,USA,61,Female,2
100921,2017,USA,3,Male,5
100922,2017,USA,5,Female,4
100923,2017,USA,22,Male,7
100924,2017,USA,40,Female,7
100925,2017,USA,45,Female,2
100926,2017,USA,51,Male,3
100927,2017,USA,9,Female,3
100928,2017,USA,25,Male,5
100929,2017,USA,40,Female,4
100930,2017,USA,59,Female,2
100931,2017,USA,11,Female,2
100932,2017,USA,11,Male,5
100933,2017,USA,65,Female,2
100934,2017,USA,37,Female,4
100935,2017,USA,20,Male,5
100936,2017,USA,57,Female,7
100937,2017,USA,55,Male,4
100938,2017,USA,37,Female,5
100939,2017,USA,15,Female,4
100940,2017,USA,18,Female,5
100941,2017,USA,80,Female,2
100942,2017,USA,20,Male,2
100943,2017,USA,42,Female,7
100944,2017,USA,13,Male,4
100945,2017,USA,10,Male,5
100946,2017,USA,16,Male,5
100947,2017,USA,37,Female,5
100948,2017,USA,68,Female,2
100949,2017,USA,51,Female,5
100950,2017,USA,61,Female,1
100951,2017,USA,62,Male,2
100952,2017,USA,21,Male,2
100953,2017,USA,5.40E-79,Male,7
100954,2017,USA,47,Male,6
100955,2017,USA,64,Male,3
100956,2017,USA,10,Male,4
100957,2017,USA,3,Male,5
100958,2017,USA,4,Female,5
100959,2017,USA,10,Male,4
100960,2017,USA,11,Male,6
100961,2017,USA,20,Female,4
100962,2017,USA,4,Male,4
100963,2017,USA,80,Male,2
100964,2017,USA,16,Male,6
100965,2017,USA,25,Female,3
100966,2017,USA,37,Female,6
100967,2017,USA,38,Female,6
100968,2017,USA,65,Female,5
100969,2017,USA,61,Female,2
100970,2017,USA,16,Male,2
100971,2017,USA,22,Female,3
100972,2017,USA,57,Male,2
100973,2017,USA,28,Male,3
100974,2017,USA,15,Male,2
100975,2017,USA,34,Male,7
100976,2017,USA,10,Female,2
100977,2017,USA,1,Female,3
100978,2017,USA,18,Female,7
100979,2017,USA,12,Female,7
100980,2017,USA,30,Female,3
100981,2017,USA,27,Female,4
100982,2017,USA,10,Male,6
100983,2017,USA,42,Female,3
100984,2017,USA,1,Male,4
100985,2017,USA,23,Male,5
100986,2017,USA,50,Female,4
100987,2017,USA,60,Male,6
100988,2017,USA,80,Male,2
100989,2017,USA,68,Female,4
100990,2017,USA,3,Male,6
100991,2017,USA,9,Female,3
100992,2017,USA,27,Male,3
100993,2017,USA,7,Male,7
100994,2017,USA,28,Male,5
100995,2017,USA,1,Male,4
100996,2017,USA,52,Male,5
100997,2017,USA,60,Female,1
100998,2017,USA,39,Male,1
100999,2017,USA,29,Female,3
101000,2017,USA,12,Female,4
101001,2017,USA,67,Male,2
101002,2017,USA,37,Female,3
101003,2017,USA,56,Male,4
101004,2017,USA,29,Male,2
101005,2017,USA,29,Female,4
101006,2017,USA,76,Male,2
101007,2017,USA,43,Female,4
101008,2017,USA,1,Female,6
101009,2017,USA,21,Female,6
101010,2017,USA,71,Male,1
101011,2017,USA,23,Male,3
101012,2017,USA,3,Female,6
101013,2017,USA,44,Female,2
101014,2017,USA,42,Female,3
101015,2017,USA,80,Female,3
101016,2017,USA,8,Male,5
101017,2017,USA,65,Male,4
101018,2017,USA,77,Male,2
101019,2017,USA,49,Male,2
101020,2017,USA,15,Male,2
101021,2017,USA,61,Male,3
101022,2017,USA,75,Male,2
101023,2017,USA,52,Male,3
101024,2017,USA,53,Male,2
101025,2017,USA,23,Female,2
101026,2017,USA,61,Female,4
101027,2017,USA,55,Male,2
101028,2017,USA,59,Female,2
101029,2017,USA,14,Male,5
101030,2017,USA,30,Female,2
101031,2017,USA,27,Male,2
101032,2017,USA,14,Male,6
101033,2017,USA,63,Male,2
101034,2017,USA,46,Female,4
101035,2017,USA,15,Female,3
101036,2017,USA,80,Female,2
101037,2017,USA,41,Female,3
101038,2017,USA,27,Male,5
101039,2017,USA,14,Male,4
101040,2017,USA,61,Male,1
101041,2017,USA,4,Female,6
101042,2017,USA,13,Male,6
101043,2017,USA,72,Male,1
101044,2017,USA,3,Female,4
101045,2017,USA,17,Female,5
101046,2017,USA,68,Male,1
101047,2017,USA,18,Male,5
101048,2017,USA,15,Male,4
101049,2017,USA,57,Female,2
101050,2017,USA,10,Female,6
101051,2017,USA,57,Male,2
101052,2017,USA,49,Female,2
101053,2017,USA,5.40E-79,Male,5
101054,2017,USA,17,Female,7
101055,2017,USA,15,Female,2
101056,2017,USA,61,Male,3
101057,2017,USA,12,Male,6
101058,2017,USA,9,Female,6
101059,2017,USA,12,Male,3
101060,2017,USA,71,Male,3
101061,2017,USA,29,Female,7
101062,2017,USA,4,Male,5
101063,2017,USA,80,Male,2
101064,2017,USA,28,Male,3
101065,2017,USA,44,Female,5
101066,2017,USA,5,Male,4
101067,2017,USA,16,Male,5
101068,2017,USA,55,Female,5
101069,2017,USA,32,Male,5
101070,2017,USA,34,Female,7
101071,2017,USA,2,Male,6
101072,2017,USA,2,Male,4
101073,2017,USA,62,Male,7
101074,2017,USA,6,Male,2
101075,2017,USA,67,Male,3
101076,2017,USA,22,Female,5
101077,2017,USA,36,Male,3
101078,2017,USA,62,Male,1
101079,2017,USA,51,Female,3
101080,2017,USA,14,Male,3
101081,2017,USA,13,Female,3
101082,2017,USA,3,Female,4
101083,2017,USA,17,Male,5
101084,2017,USA,46,Female,3
101085,2017,USA,31,Male,3
101086,2017,USA,32,Male,2
101087,2017,USA,51,Female,2
101088,2017,USA,80,Female,2
101089,2017,USA,19,Female,7
101090,2017,USA,17,Female,7
101091,2017,USA,58,Female,2
101092,2017,USA,13,Male,5
101093,2017,USA,63,Female,2
101094,2017,USA,14,Male,5
101095,2017,USA,56,Female,2
101096,2017,USA,56,Female,6
101097,2017,USA,39,Female,3
101098,2017,USA,3,Female,6
101099,2017,USA,23,Female,2
101100,2017,USA,10,Female,4
101101,2017,USA,22,Male,1
101102,2017,USA,80,Male,2
101103,2017,USA,53,Female,1
101104,2017,USA,5.40E-79,Female,5
101105,2017,USA,9,Male,2
101106,2017,USA,49,Female,3
101107,2017,USA,44,Female,7
101108,2017,USA,59,Female,3
101109,2017,USA,60,Female,2
101110,2017,USA,1,Female,3
101111,2017,USA,22,Male,4
101112,2017,USA,45,Female,3
101113,2017,USA,19,Female,5
101114,2017,USA,11,Female,5
101115,2017,USA,36,Female,3
101116,2017,USA,1,Female,3
101117,2017,USA,12,Male,4
101118,2017,USA,26,Male,5
101119,2017,USA,48,Female,4
101120,2017,USA,80,Female,2
101121,2017,USA,5.40E-79,Male,6
101122,2017,USA,30,Male,3
101123,2017,USA,59,Female,2
101124,2017,USA,76,Male,2
101125,2017,USA,33,Female,4
101126,2017,USA,37,Male,4
101127,2017,USA,25,Male,3
101128,2017,USA,6,Female,5
101129,2017,USA,2,Male,5
101130,2017,USA,19,Female,3
101131,2017,USA,15,Male,7
101132,2017,USA,31,Male,2
101133,2017,USA,2,Male,5
101134,2017,USA,30,Female,1
101135,2017,USA,5.40E-79,Female,7
101136,2017,USA,76,Male,2
101137,2017,USA,5,Male,4
101138,2017,USA,33,Female,2
101139,2017,USA,33,Female,3
101140,2017,USA,10,Male,3
101141,2017,USA,54,Male,4
101142,2017,USA,11,Male,4
101143,2017,USA,80,Male,2
101144,2017,USA,8,Male,5
101145,2017,USA,2,Male,4
101146,2017,USA,2,Female,4
101147,2017,USA,58,Female,7
101148,2017,USA,80,Female,2
101149,2017,USA,59,Male,2
101150,2017,USA,8,Male,7
101151,2017,USA,29,Female,7
101152,2017,USA,19,Male,5
101153,2017,USA,42,Male,3
101154,2017,USA,5.40E-79,Male,7
101155,2017,USA,52,Female,2
101156,2017,USA,11,Female,4
101157,2017,USA,7,Female,7
101158,2017,USA,7,Male,6
101159,2017,USA,17,Female,3
101160,2017,USA,49,Female,5
101161,2017,USA,18,Male,7
101162,2017,USA,62,Male,3
101163,2017,USA,60,Female,1
101164,2017,USA,26,Female,4
101165,2017,USA,1,Male,7
101166,2017,USA,28,Female,3
101167,2017,USA,5.40E-79,Male,7
101168,2017,USA,18,Female,1
101169,2017,USA,58,Female,2
101170,2017,USA,2,Female,4
101171,2017,USA,47,Female,5
101172,2017,USA,31,Female,3
101173,2017,USA,66,Female,2
101174,2017,USA,35,Male,4
101175,2017,USA,55,Male,1
101176,2017,USA,80,Female,1
101177,2017,USA,64,Male,6
101178,2017,USA,5.40E-79,Female,3
101179,2017,USA,62,Female,2
101180,2017,USA,80,Female,2
101181,2017,USA,50,Female,3
101182,2017,USA,58,Male,5
101183,2017,USA,80,Female,2
101184,2017,USA,9,Female,4
101185,2017,USA,57,Female,3
101186,2017,USA,35,Male,6
101187,2017,USA,33,Male,2
101188,2017,USA,39,Male,3
101189,2017,USA,9,Female,4
101190,2017,USA,21,Male,4
101191,2017,USA,35,Female,3
101192,2017,USA,7,Female,5
101193,2017,USA,63,Male,2
101194,2017,USA,48,Female,2
101195,2017,USA,71,Female,2
101196,2017,USA,71,Female,2
101197,2017,USA,14,Male,5
101198,2017,USA,2,Female,5
101199,2017,USA,61,Female,2
101200,2017,USA,73,Male,2
101201,2017,USA,55,Male,5
101202,2017,USA,9,Male,7
101203,2017,USA,14,Male,3
101204,2017,USA,80,Male,2
101205,2017,USA,14,Female,3
101206,2017,USA,34,Male,4
101207,2017,USA,70,Female,2
101208,2017,USA,14,Female,5
101209,2017,USA,62,Female,3
101210,2017,USA,5.40E-79,Female,5
101211,2017,USA,61,Female,2
101212,2017,USA,62,Female,6
101213,2017,USA,60,Male,1
101214,2017,USA,23,Male,4
101215,2017,USA,2,Male,7
101216,2017,USA,55,Female,2
101217,2017,USA,80,Male,3
101218,2017,USA,74,Male,1
101219,2017,USA,8,Female,4
101220,2017,USA,35,Female,4
101221,2017,USA,54,Male,2
101222,2017,USA,48,Male,4
101223,2017,USA,1,Male,4
101224,2017,USA,13,Male,5
101225,2017,USA,2,Male,6
101226,2017,USA,44,Male,3
101227,2017,USA,60,Male,1
101228,2017,USA,30,Female,4
101229,2017,USA,38,Female,7
101230,2017,USA,50,Female,6
101231,2017,USA,14,Female,6
101232,2017,USA,65,Male,2
101233,2017,USA,17,Male,7
101234,2017,USA,9,Female,4
101235,2017,USA,1,Male,7
101236,2017,USA,26,Male,3
101237,2017,USA,9,Female,5
101238,2017,USA,36,Male,3
101239,2017,USA,80,Female,2
101240,2017,USA,16,Female,7
101241,2017,USA,27,Male,4
101242,2017,USA,57,Female,1
101243,2017,USA,63,Male,3
101244,2017,USA,15,Female,7
101245,2017,USA,8,Male,4
101246,2017,USA,54,Male,3
101247,2017,USA,38,Male,4
101248,2017,USA,52,Male,2
101249,2017,USA,63,Female,3
101250,2017,USA,38,Female,5
101251,2017,USA,18,Female,5
101252,2017,USA,33,Female,2
101253,2017,USA,57,Male,2
101254,2017,USA,29,Female,3
101255,2017,USA,62,Female,3
101256,2017,USA,34,Female,7
101257,2017,USA,6,Female,4
101258,2017,USA,45,Male,3
101259,2017,USA,12,Male,4
101260,2017,USA,80,Female,1
101261,2017,USA,5,Female,3
101262,2017,USA,25,Male,3
101263,2017,USA,16,Male,7
101264,2017,USA,31,Male,4
101265,2017,USA,47,Female,3
101266,2017,USA,67,Female,5
101267,2017,USA,7,Female,7
101268,2017,USA,2,Male,4
101269,2017,USA,9,Male,5
101270,2017,USA,11,Female,5
101271,2017,USA,6,Male,5
101272,2017,USA,11,Female,5
101273,2017,USA,67,Male,1
101274,2017,USA,65,Female,1
101275,2017,USA,80,Male,1
101276,2017,USA,8,Male,6
101277,2017,USA,75,Male,2
101278,2017,USA,44,Male,5
101279,2017,USA,5,Male,6
101280,2017,USA,45,Female,4
101281,2017,USA,34,Female,5
101282,2017,USA,60,Male,2
101283,2017,USA,56,Female,2
101284,2017,USA,65,Female,2
101285,2017,USA,30,Male,6
101286,2017,USA,52,Female,6
101287,2017,USA,10,Female,6
101288,2017,USA,62,Female,3
101289,2017,USA,26,Female,7
101290,2017,USA,4,Male,5
101291,2017,USA,61,Female,3
101292,2017,USA,14,Female,7
101293,2017,USA,22,Female,3
101294,2017,USA,39,Female,5
101295,2017,USA,16,Male,3
101296,2017,USA,2,Male,6
101297,2017,USA,10,Female,3
101298,2017,USA,60,Female,5
101299,2017,USA,11,Female,5
101300,2017,USA,35,Female,4
101301,2017,USA,5.40E-79,Male,3
101302,2017,USA,17,Male,3
101303,2017,USA,3,Male,5
101304,2017,USA,10,Male,5
101305,2017,USA,2,Male,5
101306,2017,USA,14,Female,3
101307,2017,USA,47,Female,2
101308,2017,USA,25,Female,3
101309,2017,USA,1,Male,5
101310,2017,USA,17,Male,5
101311,2017,USA,30,Male,3
101312,2017,USA,80,Female,1
101313,2017,USA,42,Female,5
101314,2017,USA,12,Male,4
101315,2017,USA,15,Male,4
101316,2017,USA,22,Male,4
101317,2017,USA,12,Female,4
101318,2017,USA,18,Female,4
101319,2017,USA,34,Male,3
101320,2017,USA,80,Male,2
101321,2017,USA,5.40E-79,Female,3
101322,2017,USA,57,Male,1
101323,2017,USA,74,Female,2
101324,2017,USA,35,Male,5
101325,2017,USA,8,Female,4
101326,2017,USA,16,Female,6
101327,2017,USA,52,Female,2
101328,2017,USA,67,Female,2
101329,2017,USA,16,Female,5
101330,2017,USA,22,Female,3
101331,2017,USA,80,Female,1
101332,2017,USA,15,Male,4
101333,2017,USA,71,Female,1
101334,2017,USA,13,Male,5
101335,2017,USA,80,Male,2
101336,2017,USA,72,Female,2
101337,2017,USA,13,Male,3
101338,2017,USA,2,Male,2
101339,2017,USA,63,Male,6
101340,2017,USA,80,Male,2
101341,2017,USA,7,Female,4
101342,2017,USA,41,Female,5
101343,2017,USA,80,Male,2
101344,2017,USA,16,Female,5
101345,2017,USA,29,Female,6
101346,2017,USA,8,Male,4
101347,2017,USA,5.40E-79,Female,7
101348,2017,USA,80,Female,1
101349,2017,USA,69,Female,3
101350,2017,USA,46,Male,3
101351,2017,USA,79,Female,2
101352,2017,USA,16,Male,7
101353,2017,USA,5.40E-79,Male,6
101354,2017,USA,10,Female,7
101355,2017,USA,46,Male,3
101356,2017,USA,54,Female,2
101357,2017,USA,72,Female,1
101358,2017,USA,24,Female,2
101359,2017,USA,52,Female,4
101360,2017,USA,46,Male,7
101361,2017,USA,6,Male,5
101362,2017,USA,74,Female,1
101363,2017,USA,69,Female,4
101364,2017,USA,11,Female,4
101365,2017,USA,30,Male,5
101366,2017,USA,52,Female,3
101367,2017,USA,5.40E-79,Female,4
101368,2017,USA,3,Female,6
101369,2017,USA,53,Female,2
101370,2017,USA,31,Female,4
101371,2017,USA,6,Female,4
101372,2017,USA,29,Female,5
101373,2017,USA,9,Male,3
101374,2017,USA,2,Male,5
101375,2017,USA,53,Male,5
101376,2017,USA,12,Male,3
101377,2017,USA,7,Female,5
101378,2017,USA,34,Female,3
101379,2017,USA,55,Male,1
101380,2017,USA,9,Male,5
101381,2017,USA,15,Male,2
101382,2017,USA,64,Female,1
101383,2017,USA,5.40E-79,Male,4
101384,2017,USA,22,Male,4
101385,2017,USA,28,Female,3
101386,2017,USA,49,Female,2
101387,2017,USA,73,Female,5
101388,2017,USA,14,Male,5
101389,2017,USA,42,Male,1
101390,2017,USA,40,Male,4
101391,2017,USA,74,Female,2
101392,2017,USA,14,Female,6
101393,2017,USA,80,Female,3
101394,2017,USA,39,Male,5
101395,2017,USA,14,Male,4
101396,2017,USA,80,Female,2
101397,2017,USA,25,Male,5
101398,2017,USA,75,Male,2
101399,2017,USA,41,Male,5
101400,2017,USA,53,Male,4
101401,2017,USA,52,Male,3
101402,2017,USA,75,Female,3
101403,2017,USA,11,Female,6
101404,2017,USA,31,Male,2
101405,2017,USA,56,Female,1
101406,2017,USA,1,Female,4
101407,2017,USA,65,Female,2
101408,2017,USA,4,Female,6
101409,2017,USA,9,Male,5
101410,2017,USA,3,Male,4
101411,2017,USA,59,Female,2
101412,2017,USA,39,Female,6
101413,2017,USA,12,Male,3
101414,2017,USA,56,Female,3
101415,2017,USA,38,Female,5
101416,2017,USA,44,Male,6
101417,2017,USA,9,Female,7
101418,2017,USA,9,Male,3
101419,2017,USA,1,Male,4
101420,2017,USA,16,Female,5
101421,2017,USA,58,Male,4
101422,2017,USA,12,Male,7
101423,2017,USA,61,Female,2
101424,2017,USA,6,Male,5
101425,2017,USA,7,Female,4
101426,2017,USA,41,Female,2
101427,2017,USA,24,Female,3
101428,2017,USA,1,Female,5
101429,2017,USA,17,Female,5
101430,2017,USA,42,Female,5
101431,2017,USA,38,Female,3
101432,2017,USA,74,Female,2
101433,2017,USA,3,Male,5
101434,2017,USA,70,Female,2
101435,2017,USA,5,Female,4
101436,2017,USA,75,Male,2
101437,2017,USA,19,Female,4
101438,2017,USA,48,Female,3
101439,2017,USA,38,Male,3
101440,2017,USA,10,Female,7
101441,2017,USA,10,Female,3
101442,2017,USA,67,Female,3
101443,2017,USA,59,Male,2
101444,2017,USA,63,Male,2
101445,2017,USA,1,Female,4
101446,2017,USA,30,Female,1
101447,2017,USA,13,Female,4
101448,2017,USA,49,Male,2
101449,2017,USA,59,Female,1
101450,2017,USA,39,Male,5
101451,2017,USA,15,Male,3
101452,2017,USA,2,Male,3
